id,title,url,songType,view,lyrics,release,soundcloud,youtube,createdAt,updatedAt,UserId,ArtistId
1,METEOR,METEOR,Rap,0,"[Intro]
Yeah ha, yeah ha
Yeah ha, yeah ha
Yeah ha, yeah ha
Yeah ha, yeah ha
Yeah ha, yeah ha
Yeah ha, yeah ha

[Verse 1]
모두 그에게 말해, "또 왔네" (새꺄 whut)
죽지 않고 왔다 이렇게 (새꺄 뭐)
Snacky Chan의 line을 빌릴래
했어 예수처럼 이렇게 부활을
031 팔 안쪽의 tatt (Freaky, woah)
어젠 시장님이 만나쟤 (Motown)
어수룩해, 엄마 속에 걱정 한 톤만큼 쌓고
스물한살에 독립했던 얘는 (Hey)
여섯이 되었고
발견했지 우연히 5년 전의 note
'정말 star 되고 싶어?
그럴려면 가서 만나면 돼 악마'
Note를 덮고 거울에 비춰진 남자를 보니, woah
저 손목이 너무 부러워
저 금 Day-Date Rollie
넘을 걸 천백은 더 (Yeah, yeah)

[Chorus]
전국 사람들이 외치네
"저 괴물체는 뭘까?"
Meteor, 거대 Meteor
난 네게 처박힐 Meteor야
별빛이 내려오지
마구 내려오지
경고, 경고
그래도 처박힐 Meteor야

[Verse 2]
Motown의 1번 노랠 기억해 니들?
뭐였지, 뭐였나, 음, 음
I’m the man in the mirror
그러니 light me up, oh
1절의 그 별이, 2절의 그 별이
그래, 모두 나였지
실화가 된 동화이지
힘들 때면 홀로 쓴 노래를 불러
환상들을 보던 성냥팔이 소년이었던 나날들이
365, 24, 730, 24에 7, 1095
아, 그만 세자 1400이 되니, oh
그 애랑도 하고 Dom Perignon이 만든
숙취 땜에 넋을 놓은 나를 향해 몇천 명이 '와' 해
본 적은 없지만 때론 어떤 존재가
내 인생을 왔다 간 듯해, huh
그냥 그런 느낌이 들지
상관없어, 환상이던 현실이던지
Hands up high

[Chorus]
전국 사람들이 외치네
"저 괴물체는 뭘까?"
Meteor, 거대 Meteor
난 네게 처박힐 Meteor야
별빛이 내려오지
마구 내려오지
경고, 경고
그래도 처박힐 Meteor야

[Outro]
영-영-영원히
약속해 영원하기로
어둠 가득한 저 뒤로
돌려보내지 말아요 (제발, 제발)
영-영-영원히
난 영원할 거라 믿어
흥분으로 가득차
이 도시에 나 외칠거야 (드디어 내가 여 왔다)",2019-11-29,NULL,NULL,"2021-01-16 05:49:49","2021-01-16 05:49:49",1,1
2,Dynamite,Dynamite,Pop,0,"[Intro: Jungkook]
'Cause I, I, I'm in the stars tonight
So watch me bring the fire and set the night alight

[Verse 1: Jungkook]
Shoes on, get up in the morn'
Cup of milk, let's rock and roll
King Kong, kick the drum
Rolling on like a Rolling Stone
Sing song when I'm walkin' home
Jump up to the top, LeBron
Ding-dong, call me on my phone
Ice tea and a game of ping pong

[Pre-Chorus: RM, j-hope]
This is gettin' heavy, can you hear the bass boom? I'm ready (Woo-hoo)
